,body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
576,"Pay extra 4 Documents in English LANGUAGE ; also need another Passenger Location Form; Insurance does not cover illness whilst abroad if you test positive for covid & you have 2pay privately. , Low income groups suffer rather than wealthier. travelling",Low Income Families,4.113982629,1.846394278,0.45458328,positive,2021-03-01,Original,0,0,0,0,Female,11286
101,"How to Buy a Property or Real Estate with No Money Down and/or Bad Credit. In our Multiple Income Streams Weekly Club. Join us on Clubhouse today to find out how. , GlobalDigitalMarketing SEO Property Properties PropertyInvestments RealEstate ,",Wage Growth,6.856637715,2.981429773,0.486240627,positive,2021-09-23,Original,0,0,0,0,Unknown,118
560,"Time we stopped robbing those who have paid their Taxes all their lives who have been forced to sell their homes to pay the Care Bill. Yet we give Billions away in Foreign Aid no questions asked? Make's sense not to me! , via ,",Social Care,6.731975483,3.077323797,0.436234722,positive,2021-07-11,Original,39,3,14,22,Male,5263
99,"Assume Paul Hannigan was paid to lose the 7.15, if not horrifically bad ride",Poor Pay,7.680856348,3.077323797,0.568097132,positive,2021-04-07,Original,0,0,0,0,Male,142
65,"Guardian writeup of our report today, on prospects for living standards. , Summary: if support is removed in 202122 before we are back to normal, then incomes will fall & poverty rise. Read the whole thing here: ,",Cost of Living,6.155396194,2.208222872,0.678567475,positive,2021-01-18,Original,10,0,4,6,Male,3662
66,If you haven’t spotted that the sociopaths laughing at shit jokes don’t care how many low paid humans get killed in their wake as they plunder the public purse you must have been asleep. The cavalry has I’m afraid been disbanded by the public school establishment. This is it.,Social Care,3.55589031,3.728513508,-0.39397775,negative,2021-10-06,Original,40,4,5,31,Unknown,3509
67,"My , disability benefits were reinstated a few weeks ago, I'm grateful & surprised considering all the bad press their PIP process has had & my own past experience. It's given me more faith in The System. However, trauma prevention is better than paying for its consequences.",Government Support,2.765692463,1.9309001,0.012731185,neutral,2021-09-22,Original,0,0,0,0,Female,3497
68,"If ever anyone tells you they don't like process, then just ask them if they like getting paid every month. If they do, then funnily enough they do like process after all. What they don't like is apparent 'bad' process that hinders their ability to deliver.",Low Income Families,2.132700223,4.716892489,-1.140334915,negative,2021-06-24,Original,25,3,2,20,Unknown,3444
69,"Austerity is alive and well, and giving public services a kicking... Not to mention the huge and devastating cut to the foreign aid budget that will hit to world's poorest children hardest! Help for some paid for by those who can least afford it. ,",Mental Health,4.162028338,3.298409579,-0.11401146,neutral,2021-02-28,Original,0,0,0,0,Male,3256
70,"""... the real injustice is experienced by hospital staff who cannot afford a car or cannot drive for reasons of health or disability and low income hospital workers who experience forced car ownership. ..."" NoSuchThingAsFreeParking LiveableCities",Public Sector Pay,2.891547309,6.461799229,-1.150689628,negative,2020-12-08,Original,16,0,6,10,Unknown,3134
71,"I find it appalling that Cameron’s Government set out to deliberately mislead the public, and actively took steps to prevent the truth being told of low paid wages likely to increase. No wonder we got such a bad deal with the EU . ,",State Pension,3.111404021,3.226489061,-0.38289408,negative,2021-06-11,Original,1,0,0,1,Male,2897
72,"Immigration has pushed wages down, so now we’ll just raise wages & live bountifully? No! Firms will go bust, prices/inflation will rise, economy will tank. Solution=increase immigration from poor countries outside EU, with no nasty tax laws for the rich to worry about! Result! 👍",State Pension,3.318040729,2.944297162,-0.227069257,neutral,2021-10-04,Original,21,0,6,15,Female,2805
64,"More people with mild asymptomatic infection will lead to greater spread. More people with virus will lead to mutations, some of which may be bad for us. This is such a bad move, it's a false economy, it's buy now pay later. ,",Statutory Sick Pay,2.765692463,3.805080452,-0.665619683,negative,2021-07-02,Original,5,0,1,4,Male,5353
73,"Haha , nothing will work until you sort out the financial system. People are working for money that is losing value, wages are stagnant yet prices are increasing. Debt based fiat money is becoming worthless , that’s why there is so much poverty , even among hardworking people.",House Prices,1.577207623,4.857583573,-1.471458741,negative,2021-02-05,Original,2,0,0,2,Male,2439
75,"Completely agree with , low SSP is forcing people into making precarious decisions in order to feed their families and pay bills. Support our workers to stay safe and keep us all safe JoinAUnion",Low Income Families,4.148538695,2.992244175,-0.019841106,neutral,2021-01-25,Original,1,0,1,0,Unknown,2411
76,"Think probably 5 or 6 of these are ones I voted for, so not bad. Still absolute mad that £15 minimum wage won but the trade union one didnt make the top 8. Curious. PR second as well is a very interesting shift. Would leadership ever actually take it up?",Minimum Wage Increase,3.382499976,0.688022255,1.245975577,positive,2021-04-07,Original,2,1,0,1,Male,2217
77,People are absolutely right to be raising the issue of low pay for care workers and many others in the public and private sector. But this isn't an argument to pay nurses less. It's an argument to start paying everyone a decent and fair wage.,Public Sector Pay,4.756603815,2.482585843,0.303659643,neutral,2021-03-06,Original,32,1,9,22,Male,1834
78,"UC cut, low benefits, triple lock pension scrap, lowest pensions in EU, wages stagnant, utility bills hike, potential council tax hike, food cost up, fuel cost up, national insurance hike… And yet I feel there will be more.",National Insurance,4.196485707,2.992244175,-0.008349818,neutral,2021-10-07,Original,2,0,0,2,Unknown,1758
79,"My electricity and gas payment went up by £30 this month. I'm nervous about heating this winter, and I'm not about to lose more than double that from an already too low income. The government's cruelty in taking this money away is inhumane. They are devoid of any humanity.",Cost of Living,1.538661899,7.161202954,-1.884338426,negative,2021-10-02,Original,0,0,0,0,Female,1673
80,Yup. Before this lockdown my children’s schools already couldn’t fully open because of the numbers of staff off sick or selfisolating. Children in state schools and in lowerincome families are most disadvantaged by home learning. Going back piecemeal only widens that gap.,Low Income Families,3.638085188,2.564780721,0.00301092,neutral,2021-02-21,Original,4,1,0,3,Female,1603
81,"They will do anything to get their cheap foreign Labour from the EU. It’s morally wrong to take skilled workers from poorer countries as leaves them short of critical staff ! Pay proper wages = No staff shortage ,",Poor Pay,6.086142666,2.944297162,0.379570768,positive,2021-09-28,Original,4,0,1,3,Unknown,1575
82,"A poor argument, for a lawyer. Luxury cars are the only one of those examples that supports the argument, unless you consider shiprights to include luxury yacht builders. Sounds like a Libertarian politician to me. Give the wealthy everything they want, paid for by everyone else.",Income Tax,4.09010782,2.172262613,0.286228438,neutral,2021-01-24,Original,7,4,1,2,Male,1506
74,HGV The Gov must Stop charging ridiculous amounts to test and train for a HGV people desperate for worker need a job but can’t afford the costs due to the terrible wages they get in return. Stop exploiting the poor BORIS! Fgs!,Job,1.318853056,4.892246295,-1.657462691,negative,2021-08-27,Original,0,0,0,0,Male,2437
83,"Of course, ethnicity pay gaps alone are a poor measure of overall racial equity but this data is vital to help understand the full picture of people’s experiences and hold orgs accountable. It’s simply unacceptable that execs are withholding the information.",Leaseholding,3.111404021,3.298409579,-0.404939919,negative,2021-09-15,Original,0,0,0,0,Unknown,1465
63,"Sunak, the next worst PM in waiting is ‘waging war’ on Johnson saying netzero by 2050 will hit poor families hardest because of energy bills. He also voted to end the extra £20 UC & against extending free school meals. sunak toryhypocrisy ToryLiars ,",Cost of Living,3.412320356,5.277455326,-0.78262511,negative,2021-08-08,Original,17,3,1,13,Female,6123
61,"The only people it will be 'wonderful for' are his Hedge Fund Manager backers and his privatisation cronies. He can't even articulate the exact 'benefits' we will achieve from Brexit, all pie in the sky rhetoric. The poorest will pay the highest cost",Cost of Living,6.461474826,0.894428932,1.630853832,positive,2020-12-11,Original,4,0,1,3,Male,9342
692,"Hard right doesn’t like teachers and doesn’t want them to get a pay rise. They don’t want Tory MPs shamedmany of whom have much higher incomes from having their fingers in many pies. Why any teacher or key worker would support Tories when they are determined to not pay them 🤷‍♀️ ,",Poor Pay,4.505610328,1.025774599,1.133301736,positive,2021-02-16,Original,412,9,109,294,Female,30348
980,"Since the coup , Kyat value falls and the price of goods increases but most of people lose their jobs and have no income. People in Myanmar are facing a lot of difficulties. WarCrimesOfJunta Sep17Coup WhatsHappeningInMyanmar ,",Poor Pay,2.891547309,4.44582645,-0.77674761,negative,2021-09-17,Original,0,0,0,0,Unknown,143
979,"The cut in UniversalCredit will push the most vulnerable in our society to breaking point. Millions of lowincome families will be left with an inadequate lifeline, as living costs also rise & furlough ends. The UK Govt should do the right thing & KeepTheLifeline.",Low Income Families,2.733727789,2.9638843,-0.427408094,negative,2021-10-01,Original,29,2,11,16,Unknown,7736
